ID;Replicate 1 GCMS_SampleID;Replicate 1 GCMS_Vial;Replicate 1 GCMS_Replicate;Replicate 1 GCMS_Treatment;Replicate 1 GCMS_HarvestDate;Replicate 1 GCMS_MoistureContent%;Replicate 1 GCMS_Bucket.;Replicate 1 GCMS_Harvest.;Replicate 1 GCMS_Comment;Column1;Column2;Name;RecordNum;Data Filename;Sample ID;Alias;Replicate1;Replicate2;BiologicalReplicate;ReplicateExtraction;Ret Time;Area;Height;Conc;Area%;Height%;LED samples_SampleID;LED samples_Vial;LED samples_Replicate;LED samples_Treatment;LED samples_HarvestDate;LED samples_MoistureContent%;LED samples_Bucket.;LED samples_Harvest.;LED samples_Comment
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Limonene;2;B1 C1_B1C1001_1272020_6.gcd;B1C1001;B1C1;B1;C1;1;6;6,907;1656;570;41,826;0,194;0,186;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;GeranylAcetate;2;B1 C1_B1C1001_1272020_6.gcd;B1C1001;B1C1;B1;C1;1;6;13,36;8580;3889;382,103;1,003;1,269;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;trans-b-Farnesene;2;B1 C1_B1C1001_1272020_6.gcd;B1C1001;B1C1;B1;C1;1;6;14,003;21894;10895;603,539;2,559;3,555;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Caryophyllene;2;B1 C1_B1C1001_1272020_6.gcd;B1C1001;B1C1;B1;C1;1;6;14,088;25473;11024;745,158;2,977;3,597;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Humulene;2;B1 C1_B1C1001_1272020_6.gcd;B1C1001;B1C1;B1;C1;1;6;14,499;62104;25978;1540,815;7,259;8,476;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;CaryophylleneOxide;2;B1 C1_B1C1001_1272020_6.gcd;B1C1001;B1C1;B1;C1;1;6;16,658;2141;629;62,392;0,25;0,205;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Myrcene;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;6,081;291909;127818;7313,161;33,316;40,83;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;b-Pinene;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;6,205;5737;2178;112,032;0,655;0,696;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Limonene;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;6,906;1645;571;41,548;0,188;0,183;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;GeranylAcetate;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;13,36;9034;4059;402,327;1,031;1,297;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;trans-b-Farnesene;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;14,003;22816;11405;628,954;2,604;3,643;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Caryophyllene;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;14,088;26586;11606;777,718;3,034;3,707;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Humulene;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;14,5;64563;26568;1601,818;7,369;8,487;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;CaryophylleneOxide;3;B1 C1_B1C1001_1272020_8.gcd;B1C1001;B1C1;B1;C1;1;8;16,657;2162;661;63,01;0,247;0,211;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Myrcene;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;6,082;282801;123574;7094,806;35,432;42,982;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;b-Pinene;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;6,205;5578;2101;109,081;0,699;0,731;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Limonene;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;6,906;1640;559;41,473;0,205;0,194;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;GeranylAcetate;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;13,36;8453;3746;376,948;1,059;1,303;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;trans-b-Farnesene;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;14,004;22451;11237;619,752;2,813;3,909;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Caryophyllene;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;14,089;25554;11165;748,561;3,202;3,883;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Humulene;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;14,501;62036;25617;1541,275;7,773;8,91;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;CaryophylleneOxide;4;B1 C1_B1C1002_1272020_10.gcd;B1C1002;B1C1;B1;C1;2;0;16,659;2089;643;60,961;0,262;0,224;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Myrcene;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;6,082;262623;115943;6588,574;33,303;40,693;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;b-Pinene;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;6,205;5140;1946;100,511;0,652;0,683;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Limonene;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;6,906;1538;531;38,904;0,195;0,186;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;GeranylAcetate;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;13,36;8225;3674;366,776;1,043;1,289;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;trans-b-Farnesene;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;14,003;21968;11190;606,41;2,786;3,927;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Caryophyllene;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;14,088;24563;10913;719,515;3,115;3,83;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Humulene;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;14,5;59636;24620;1481,625;7,562;8,641;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;CaryophylleneOxide;5;B1 C1_B1C1002_1272020_12.gcd;B1C1002;B1C1;B1;C1;2;2;16,658;1973;649;57,576;0,25;0,228;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Myrcene;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;6,082;258019;113447;6473,077;34,545;41,962;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;b-Pinene;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;6,206;5057;1907;98,884;0,677;0,705;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Limonene;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;6,906;1477;516;37,359;0,198;0,191;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;GeranylAcetate;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;13,36;7886;3585;351,696;1,056;1,326;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;trans-b-Farnesene;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;14,003;21510;10686;593,764;2,88;3,953;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Caryophyllene;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;14,088;24645;10581;721,92;3,3;3,914;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;Humulene;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;14,5;58815;24181;1461,228;7,874;8,944;cascade1029;B1;1;control;;;;;20-OR233-004
6;cascade1029;B1;1;control;;;;;20-OR233-004;;;CaryophylleneOxide;6;B1 C1_B1C1002_1272020_14.gcd;B1C1002;B1C1;B1;C1;2;4;16,657;2018;621;58,902;0,27;0,23;cascade1029;B1;1;control;;;;;20-OR233-004
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Myrcene;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;6,082;339397;148749;7095,536;37,83;44,864;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;b-Pinene;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;6,205;7248;2760;118,109;0,808;0,832;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Limonene;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;6,907;1891;670;39,87;0,211;0,202;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;GeranylAcetate;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;13,36;10129;4667;376,429;1,129;1,408;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;trans-b-Farnesene;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;14,003;28276;14105;650,461;3,152;4,254;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Caryophyllene;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;14,088;32635;14620;796,657;3,638;4,41;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Humulene;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;14,5;73650;30741;1524,844;8,209;9,272;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;CaryophylleneOxide;7;B2 C2_B2C2001_1272020_16.gcd;B2C2001;B2C2;B2;C2;1;6;16,658;4047;1281;98,414;0,451;0,386;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Myrcene;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;6,081;333410;146987;6970,385;38,103;45,504;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;b-Pinene;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;6,205;7193;2723;117,221;0,822;0,843;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Limonene;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;6,906;1799;645;37,912;0,206;0,2;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;GeranylAcetate;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;13,36;9746;4464;362,197;1,114;1,382;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;trans-b-Farnesene;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;14,004;27227;13562;626,33;3,112;4,199;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Caryophyllene;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;14,088;31746;13958;774,952;3,628;4,321;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Humulene;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;14,501;71129;29214;1472,646;8,129;9,044;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;CaryophylleneOxide;8;B2 C2_B2C2001_1272020_18.gcd;B2C2001;B2C2;B2;C2;1;8;16,658;4108;1331;99,898;0,469;0,412;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Myrcene;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;6,082;291609;128621;6096,471;35,51;42,384;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;b-Pinene;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;6,206;6131;2339;99,914;0,747;0,771;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Limonene;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;6,907;1582;576;33,344;0,193;0,19;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;GeranylAcetate;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;13,36;9646;4535;358,478;1,175;1,494;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;trans-b-Farnesene;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;14,003;27725;13763;637,786;3,376;4,535;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Caryophyllene;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;14,088;31810;14085;776,521;3,874;4,641;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Humulene;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;14,5;71386;29689;1477,968;8,693;9,783;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;CaryophylleneOxide;9;B2 C2_B2C2001_1272020_20.gcd;B2C2001;B2C2;B2;C2;1;0;16,658;3998;1295;97,221;0,487;0,427;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Myrcene;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;6,081;292750;128147;6940,464;35,738;42,721;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;b-Pinene;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;6,205;6347;2394;117,293;0,775;0,798;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Limonene;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;6,906;1638;584;39,158;0,2;0,195;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;GeranylAcetate;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;13,36;8587;4052;361,875;1,048;1,351;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;trans-b-Farnesene;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;14,004;25109;12656;654,998;3,065;4,219;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Caryophyllene;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;14,088;28469;12574;788,067;3,475;4,192;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Humulene;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;14,5;64466;26506;1513,549;7,87;8,837;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;CaryophylleneOxide;10;B2 C2_B2C2002_1272020_22.gcd;B2C2002;B2C2;B2;C2;2;2;16,659;3978;1291;109,713;0,486;0,43;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Myrcene;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;6,081;270908;118729;6422,629;35,538;42,587;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;b-Pinene;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;6,205;5822;2208;107,585;0,764;0,792;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Limonene;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;6,906;1500;537;35,858;0,197;0,193;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;GeranylAcetate;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;13,36;9698;3831;408,717;1,272;1,374;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;trans-b-Farnesene;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;14,003;24075;12010;628,037;3,158;4,308;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Caryophyllene;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;14,089;27237;12100;753,964;3,573;4,34;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Humulene;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;14,5;62627;25200;1470,368;8,215;9,039;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;CaryophylleneOxide;11;B2 C2_B2C2002_1272020_24.gcd;B2C2002;B2C2;B2;C2;2;4;16,659;3716;1232;102,48;0,487;0,442;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Myrcene;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;6,082;250009;110930;5927,17;35,854;43,131;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;b-Pinene;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;6,206;5393;2044;99,665;0,773;0,795;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Limonene;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;6,907;1379;500;32,958;0,198;0,194;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;GeranylAcetate;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;13,36;8257;3745;347,969;1,184;1,456;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;trans-b-Farnesene;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;14,003;23036;11426;600,917;3,304;4,443;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Caryophyllene;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;14,089;26741;11804;740,232;3,835;4,589;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;Humulene;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;14,5;59871;24491;1405,675;8,586;9,522;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
7;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011;;;CaryophylleneOxide;12;B2 C2_B2C2002_1272020_26.gcd;B2C2002;B2C2;B2;C2;2;6;16,658;3168;935;87,373;0,454;0,363;cascade#125;B2;1;control;;;;;lot#235 20-WA-420-011
9;cascade;B4;1;blue;22/10/2020;8,44;8;2;;x;;Myrcene;13;B4 C4_B4C4001_1272020_28.gcd;B4C4001;B4C4;B4;C4;1;8;6,081;48858;21232;914,279;14,602;19,619;cascade;B4;1;blue;22/10/2020;8,44;8;2;
9;cascade;B4;1;blue;22/10/2020;8,44;8;2;;x;;Myrcene;13;B4 C4_B4C4001_1272020_28.gcd;B4C4001;B4C4;B4;C4;1;8;6,081;48858;21232;914,279;14,602;19,619;cascade;B4;2;far red;15/10/2020;10,92;2;1;
